¬ Text file converted with loc_parser
{TMT_SETTLEMENT_INCOME}					Revenu de la communauté
{TMT_LOYALTY_LEVEL_3}	Bien que certains de ses actes apparaissent suspects, la loyauté de cet homme envers son peuple ne souffre guère de discussion.
{TMT_LOYALTY_LEVEL_4}	Cet homme est connu pour sa loyauté et sa fiabilité. Ses amis savent qu'ils peuvent compter sur lui.
{TMT_LOYALTY_LEVEL_5}	La déloyauté n'est pas dans la nature de cet homme, sauf peut-être dans un moment d'égarement...
{TMT_LOYALTY_LEVEL_6}	La loyauté, encore et toujours. La droiture n'est pas un vain mot chez cet homme.
{TMT_LOYALTY_LEVEL_7}	Les amis et les êtres chers sont des causes qui valent toujours la peine d'être défendues... C'est du moins l'avis de cet homme.
{TMT_LOYALTY_LEVEL_8}	Cet homme est d'une loyauté à toute épreuve envers ses frères d'armes, quoi qu'il advienne. 
{TMT_LOYALTY_LEVEL_9}	Cet homme ne vit que pour servir. Il défendra son peuple jusque dans la mort. 
{TMT_LOYALTY_LEVEL_10}	Le nom de cet homme est synonyme de loyauté. Son indéfectible dévouement à sa cause, à ses amis et à son peuple est un modèle pour tous.
{TMT_NEGATIVE_LOYALTY}	Cet homme vendrait père et mère sans hésiter s'il pouvait en tirer quelque profit.
{TMT_NEGATIVE_COMMAND}	Cet homme réussit l'exploit de priver ses subordonnés de toute chance de victoire militaire.
{TMT_NEGATIVE_INFLUENCE}	Lorsque cet homme donne son avis, chacun s'accorde à penser que l'inverse doit être vrai.
{TMT_NEGATIVE_MANAGEMENT}	Cet homme réussit à semer le chaos là où régnait l'ordre. Pour lui, utiliser correctement les latrines relève déjà de l'exploit !
{TMT_NEGATIVE_SUBTERFUGE}	Comparé à cet individu, le plus empoté des hommes passe pour un phénomène de ruse et d'habileté. 
{TMT_HORDE_OCCUPY_SETTLEMENT_TOOLTIP}	Emparez-vous de cette communauté et de la région alentour au nom de votre peuple. Vos hordes se disperseront alors.
{TMT_HORDE_SACK_SETTLEMENT_TOOLTIP}		Pillez et détruisez cette communauté autant que faire se peut, puis remettez-vous en quête d'une nouvelle patrie pour vos hordes.

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			EXPANSION PACK TEXT CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 18/04/2005 12:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{TMT_HORDE_SACK_SETTLEMENT_TOOLTIP}		Volez tout ce que vous pouvez dans cette communauté.  Une fois la ville dévastée, continuez votre quête d'une terre d'adoption pour vos hordes.
{TMT_CANNOT_LEAD_NIGHT_BATTLE}		L'officier en charge de cette bataille ne peut mener une attaque nocturne
{TMT_CANNOT_DISEMBARK_HERE}			Impossible de débarquer ici
{TMT_CANNOT_FLEE_HORDE_PLAYER}		Cette armée ne peut pas fuir la bataille.  Si elle perd le combat, la communauté sera perdue et votre peuple tout entier devra se trouver une autre terre d’accueil
{TMT_CANNOT_FLEE_HORDE_NON_PLAYER}		Cette armée ne peut pas fuir la bataille.  Si elle perd le combat, la communauté sera perdue et le peuple de cette nation devra se trouver une nouvelle terre d’accueil
{TMT_SIEGE_EQUIPMENT_NOT_POSSIBLE}					La construction de cet engin de siège est impossible

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 07/06/2005 12:30:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{TMT_LOYALTY_LEVEL_4}	Cet homme est connu pour sa loyauté et sa fiabilité. Ses amis savent qu'ils peuvent compter sur lui.



¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 27/06/2005 12:03:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 08/07/2005 17:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 20/07/2005 12:26:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
