¬ Text file converted with loc_parser
{TMT_SETTLEMENT_INCOME}					Siedlungseinkommen
¬***** Changes made after 03/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{TMT_CAN_ONLY_SALLY_OUT_ONCE_PER_TURN}		Ausfälle nur einmal je Runde möglich
{TMT_CANNOT_FLEE}						Diese Armee kann nicht aus der Schlacht fliehen. Wenn sie verliert, werden alle Einheiten vernichtet.
{TMT_LOYALTY_TOOLTIP_REVOLTING}			Loyalität: Revoltierendes Potential
{TMT_LOYALTY_TOOLTIP_RIOTING}				Loyalität: Aufständisches Potential


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			EXPANSION PACK TEXT BEGINS HERE!!!
¬*		ALL TEXT BELOW THIS LINE SHOULD BE EXPANSION ADDITIONS/CHANGES ONLY!!!
¬*
¬*¬***** Changes made after 05/01/2005 15:18:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{TMT_LOYALTY_TITLE}	Loyalität
{TMT_LOYALTY_LEVEL_0}	Für ihn ist die Loyalität eine Seuche, die Hunde und schwache Narren infiziert.
{TMT_LOYALTY_LEVEL_1}	Für ihn ist die Loyalität eine Haltung, die er einnimmt - ein Werkzeug, das er einsetzt.
{TMT_LOYALTY_LEVEL_2}	Er verkündet seine Loyalität zu seinen Freunden und seiner 'Bestimmung' etwas zu laut und etwas zu häufig.
{TMT_LOYALTY_LEVEL_3}	Obwohl er manchmal auf fragwürdige Weise handelt, zweifeln wenige an seiner Loyalität zu seinem Volk.
{TMT_LOYALTY_LEVEL_4}	Er ist loyal und verlässlich und wird stets das Richtige für seine Freunde tun.
{TMT_LOYALTY_LEVEL_5}	Illoyalität ist etwas, das er nicht bedenkt; höchstens in seinen finstersten Momenten.
{TMT_LOYALTY_LEVEL_6}	Loyalität. Loyalität. Loyalität. Dies sind seine täglichen Leitworte.
{TMT_LOYALTY_LEVEL_7}	Was diesen Mann angeht, so gelten Freunde und Geliebte bei ihm als ständig unterstützenswert.
{TMT_LOYALTY_LEVEL_8}	Er ist seinen Waffenbrüdern gegenüber loyal, was auch passieren mag.
{TMT_LOYALTY_LEVEL_9}	Loyalität steht im Mittelpunkt seiner Seele. Er wird bis in den Tod zu seinem Volk halten. 
{TMT_LOYALTY_LEVEL_10}	Sein Name gilt als Synonym für Loyalität. Sein unbeirrbarer Glaube an seine Aufgabe, seine Freunde und sein Volk ist allen ein Vorbild.
{TMT_NEGATIVE_LOYALTY}	Er würde seine Freunde und Familie im Handumdrehen verkaufen, wenn es ihm einen geringen Nutzen einbrächte.
{TMT_NEGATIVE_COMMAND}	Er vereitelt jede Gelegenheit seiner Untergeordneten, einen militärischen Erfolg zu erzielen.
{TMT_NEGATIVE_INFLUENCE}	Wenn er eine Meinung äußert, wissen alle, dass das Gegenteil der Fall ist.
{TMT_NEGATIVE_MANAGEMENT}	Er schöpft Chaos aus der Ordnung. Er braucht eine Anleitung zum Besuch der Latrine und macht trotzdem alles falsch!
{TMT_NEGATIVE_SUBTERFUGE}	Seine stümperhafte Naivität hilft allen, die mit ihm in Berührung kommen, ein Talent für Gerissenheit und Täuschung zu entwickeln. 
{TMT_HORDE_OCCUPY_SETTLEMENT_TOOLTIP}	Nehmt diese Siedlung und die umliegende Region als neue Heimat für Euer Volk ein. Eure Horden werden sich auflösen.
{TMT_HORDE_SACK_SETTLEMENT_TOOLTIP}		Stehlt aus dieser Siedlung alles, was Ihr könnt, zerstört die Gebäude und sucht dann weiter nach einer Heimat für Eure Horden.

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 18/04/2005 12:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{TMT_HORDE_SACK_SETTLEMENT_TOOLTIP}		Stehlt aus dieser Siedlung alles, was Ihr könnt. Stiftet Chaos und sucht dann weiter nach einer Heimat für Eure Horden.
{TMT_CANNOT_LEAD_NIGHT_BATTLE}		Der kommandierende Offizier der Schlacht kann keine Nachtschlachten anführen
{TMT_CANNOT_DISEMBARK_HERE}			Kann hier nicht entladen
{TMT_CANNOT_FLEE_HORDE_PLAYER}		Diese Armee kann nicht aus der Schlacht fliehen. Wenn sie verliert, geht auch die Siedlung verloren und Euer ganzes Volk muss sich nach einem neuen Land umsehen, das es fortan als Heimat betrachten kann.
{TMT_CANNOT_FLEE_HORDE_NON_PLAYER}		Diese Armee kann nicht aus der Schlacht fliehen. Wenn sie verliert, geht auch die Siedlung verloren und ihr ganzes Volk muss sich nach einem neuen Land umsehen, das es fortan als Heimat betrachten kann.
{TMT_SIEGE_EQUIPMENT_NOT_POSSIBLE}					Bau dieses Belagerungsgeräts nicht möglich

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 07/06/2005 12:30:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{TMT_LOYALTY_LEVEL_4}	Er ist loyal und verlässlich und man kann sich darauf verlassen, dass er stets das Richtige für seine Freunde tun wird.



¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 27/06/2005 12:03:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 08/07/2005 17:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 20/07/2005 12:26:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
